success,failure,stuck,success_percent,failure_percent,stuck_percent
102,128,2,0.4397,0.5517,0.0086
102,128,3,0.4378,0.5494,0.0129
103,128,2,0.4421,0.5494,0.0086
103,129,1,0.4421,0.5536,0.0043
103,130,0,0.4421,0.5579,0.0
103,130,1,0.4402,0.5556,0.0043
103,130,2,0.4383,0.5532,0.0085
104,130,1,0.4426,0.5532,0.0043
104,131,0,0.4426,0.5574,0.0
104,131,1,0.4407,0.5551,0.0042
105,131,1,0.443,0.5527,0.0042
106,131,0,0.4473,0.5527,0.0
106,131,1,0.4454,0.5504,0.0042
107,131,0,0.4496,0.5504,0.0
107,131,1,0.4477,0.5481,0.0042
107,131,2,0.4458,0.5458,0.0083
107,131,3,0.444,0.5436,0.0124
107,131,4,0.4421,0.5413,0.0165
107,131,5,0.4403,0.5391,0.0206
108,131,5,0.4426,0.5369,0.0205
108,132,5,0.4408,0.5388,0.0204
108,133,4,0.4408,0.5429,0.0163
108,134,3,0.4408,0.5469,0.0122
108,135,3,0.439,0.5488,0.0122
108,136,2,0.439,0.5528,0.0081
108,137,1,0.439,0.5569,0.0041
108,137,2,0.4372,0.5547,0.0081
108,138,1,0.4372,0.5587,0.004
108,138,2,0.4355,0.5565,0.0081
108,138,3,0.4337,0.5542,0.012
108,138,4,0.432,0.552,0.016
108,138,5,0.4303,0.5498,0.0199
108,138,6,0.4286,0.5476,0.0238
108,139,6,0.4269,0.5494,0.0237
108,140,6,0.4252,0.5512,0.0236
108,141,6,0.4235,0.5529,0.0235
108,142,5,0.4235,0.5569,0.0196
109,142,4,0.4275,0.5569,0.0157
110,142,4,0.4297,0.5547,0.0156
110,143,3,0.4297,0.5586,0.0117
110,144,2,0.4297,0.5625,0.0078
110,145,1,0.4297,0.5664,0.0039
110,146,0,0.4297,0.5703,0.0
110,147,0,0.428,0.572,0.0
111,147,0,0.4302,0.5698,0.0
111,147,1,0.4286,0.5676,0.0039
111,147,2,0.4269,0.5654,0.0077
111,147,3,0.4253,0.5632,0.0115
112,147,3,0.4275,0.5611,0.0115
113,147,3,0.4297,0.5589,0.0114
114,147,3,0.4318,0.5568,0.0114
115,147,3,0.434,0.5547,0.0113
116,147,2,0.4377,0.5547,0.0075
116,148,1,0.4377,0.5585,0.0038
116,149,0,0.4377,0.5623,0.0
116,149,1,0.4361,0.5602,0.0038
116,149,2,0.4345,0.5581,0.0075
