success,failure,stuck,success_percent,failure_percent
157,91,445,0.2266,0.7734
157,91,446,0.2262,0.7738
157,91,447,0.2259,0.7741
157,91,448,0.2256,0.7744
157,91,449,0.2253,0.7747
157,91,450,0.2249,0.7751
157,91,451,0.2246,0.7754
157,91,452,0.2243,0.7757
157,91,453,0.224,0.776
157,91,454,0.2236,0.7764
157,91,455,0.2233,0.7767
157,91,456,0.223,0.777
157,91,457,0.2227,0.7773
157,91,458,0.2224,0.7776
157,91,459,0.2221,0.7779
157,91,460,0.2218,0.7782
157,91,461,0.2214,0.7786
157,91,462,0.2211,0.7789
157,91,463,0.2208,0.7792
157,91,464,0.2205,0.7795
157,91,465,0.2202,0.7798
157,91,466,0.2199,0.7801
157,91,467,0.2196,0.7804
157,91,468,0.2193,0.7807
157,91,469,0.219,0.781
157,91,470,0.2187,0.7813
157,91,471,0.2184,0.7816
157,91,472,0.2181,0.7819
157,92,472,0.2178,0.7822
157,92,473,0.2175,0.7825
157,92,474,0.2172,0.7828
157,92,475,0.2169,0.7831
157,92,476,0.2166,0.7834
157,92,477,0.2163,0.7837
157,92,478,0.216,0.784
157,92,479,0.2157,0.7843
157,92,480,0.2154,0.7846
157,92,481,0.2151,0.7849
157,92,482,0.2148,0.7852
158,92,482,0.2158,0.7842
159,92,482,0.2169,0.7831
159,92,483,0.2166,0.7834
159,92,484,0.2163,0.7837
159,92,485,0.216,0.784
159,92,486,0.2157,0.7843
159,92,487,0.2154,0.7846
159,92,488,0.2152,0.7848
159,92,489,0.2149,0.7851
159,93,489,0.2146,0.7854
159,93,490,0.2143,0.7857
159,93,491,0.214,0.786
159,93,492,0.2137,0.7863
159,93,493,0.2134,0.7866
159,93,494,0.2131,0.7869
159,93,495,0.2129,0.7871
159,93,496,0.2126,0.7874
159,93,497,0.2123,0.7877
159,93,498,0.212,0.788
159,93,499,0.2117,0.7883
159,93,500,0.2114,0.7886
159,93,501,0.2112,0.7888
159,93,502,0.2109,0.7891
159,93,503,0.2106,0.7894
159,93,504,0.2103,0.7897
159,93,505,0.21,0.79
159,93,506,0.2098,0.7902
159,93,507,0.2095,0.7905
160,93,507,0.2105,0.7895
160,93,508,0.2102,0.7898
160,93,509,0.21,0.79
160,93,510,0.2097,0.7903
160,93,511,0.2094,0.7906
160,94,511,0.2092,0.7908
160,94,512,0.2089,0.7911
160,94,513,0.2086,0.7914
160,94,514,0.2083,0.7917
160,94,515,0.2081,0.7919
160,94,516,0.2078,0.7922
160,94,517,0.2075,0.7925
160,94,518,0.2073,0.7927
160,94,519,0.207,0.793
160,94,520,0.2067,0.7933
160,94,521,0.2065,0.7935
160,94,522,0.2062,0.7938
160,94,523,0.2059,0.7941
160,94,524,0.2057,0.7943
160,94,525,0.2054,0.7946
160,94,526,0.2051,0.7949
160,94,527,0.2049,0.7951
160,94,528,0.2046,0.7954
160,94,529,0.2043,0.7957
161,94,529,0.2054,0.7946
161,94,530,0.2051,0.7949
161,94,531,0.2048,0.7952
161,94,532,0.2046,0.7954
161,95,532,0.2043,0.7957
161,95,533,0.2041,0.7959
161,96,533,0.2038,0.7962
161,96,534,0.2035,0.7965
161,96,535,0.2033,0.7967
162,96,535,0.2043,0.7957
162,96,536,0.204,0.796
162,96,537,0.2038,0.7962
162,96,538,0.2035,0.7965
162,96,539,0.2033,0.7967
162,96,540,0.203,0.797
162,96,541,0.2028,0.7972
162,96,542,0.2025,0.7975
162,96,543,0.2022,0.7978
163,96,543,0.2032,0.7968
163,96,544,0.203,0.797
163,96,545,0.2027,0.7973
163,96,546,0.2025,0.7975
163,96,547,0.2022,0.7978
163,96,548,0.202,0.798
